area,perimeter,aspect_ratio,extent,solidity,centroid_x,centroid_y,label,image,mask_index,side
8118.5,663.9827545881271,10.2,0.8843681917211329,0.9648226276071068,0.851276575269454,0.5967578664771606,1,frame_0007.png,5,r
16795.0,1232.308655500412,17.08823529411765,0.8502075529006784,0.9551025050470584,0.2805596810150322,0.5919472675710892,1,frame_0007.png,7,l
8271.0,667.0538226366043,9.870967741935484,0.8719165085388995,0.956682667283558,0.8511728292956026,0.5964698309291143,1,frame_0008.png,5,r
16789.0,1239.2792183160782,16.62857142857143,0.8242022582228767,0.9429373771412524,0.279688600605198,0.5915928928756253,1,frame_0008.png,6,l
10857.0,688.3675309419632,7.923076923076923,0.9009210853871048,0.9679921540656206,0.8499855666662943,0.5909119828433562,1,frame_0009.png,5,r
21579.5,1274.2081507444382,14.53658536585366,0.8831027991487969,0.9611393194370212,0.2904364178631757,0.5864721321321321,1,frame_0009.png,6,l
12656.5,697.639609336853,7.090909090909091,0.9219478438228438,0.9789612097304404,0.8491843971204893,0.5871149752506989,1,frame_0010.png,4,r
25376.0,1297.6223639249802,12.5625,0.8767274737423991,0.9639689262853997,0.2929144923557175,0.5824733928022147,1,frame_0010.png,6,l
14373.0,713.5391037464142,6.3,0.9125714285714286,0.9801889044225458,0.8484650321628736,0.5831519927536232,1,frame_0011.png,3,r
28278.0,1309.4802290201187,11.711538461538462,0.8929518757104964,0.9741628772219926,0.296368651769659,0.578809553449985,1,frame_0011.png,6,l
35416.5,1358.149275302887,9.671875,0.8939948505654282,0.9708869608125336,0.300291398626781,0.5710756777734657,1,frame_0012.png,3,l
17795.0,738.3675309419632,5.333333333333333,0.9268229166666668,0.9849721860902776,0.8465034070487221,0.5758406228195806,1,frame_0012.png,4,r
38775.0,1363.6223641633987,9.161764705882351,0.9152818430743084,0.9818319934164714,0.3018139945566049,0.5671255916159567,1,frame_0013.png,4,l
19502.0,750.0243856906891,4.969230769230769,0.928887830435818,0.9869433198380568,0.8454226815759338,0.5721471861471862,1,frame_0013.png,8,r
44328.0,1390.5929268598557,8.168831168831169,0.9152437387731506,0.9832749212546028,0.3029424077234801,0.5611744437531478,1,frame_0014.png,2,l
22272.0,770.8528126478195,4.493150684931507,0.9301703975943868,0.9879785299205962,0.8437238243646781,0.5663696900114811,1,frame_0014.png,4,r
47375.5,1417.404108285904,7.614457831325301,0.9031473997254842,0.9788124212309663,0.3033738673695792,0.5572537595028023,1,frame_0015.png,3,l
24106.0,786.5096660852432,4.243589743589744,0.9336896738709428,0.9909358107413726,0.8428028296902438,0.562441676535849,1,frame_0015.png,4,r
25935.0,806.3086560964584,4.048192771084337,0.9299698795180724,0.9897155068785896,0.8412468421152605,0.5591532373463005,1,frame_0016.png,3,r
50438.0,1421.7056250572205,7.310344827586207,0.911552085592424,0.9822873557622084,0.3044367932457212,0.5538285900570498,1,frame_0016.png,4,l
45704.5,1398.4924219846723,7.987341772151899,0.9168589139200384,0.9820899050238516,0.3041618789144191,0.5594725653795571,1,frame_0017.png,3,l
42504.5,1383.178713798523,8.5,0.91317191595411,0.9829789202252518,0.3029608681995043,0.5631330260709791,1,frame_0018.png,2,l
21311.0,763.1959578990936,4.6571428571428575,0.9338737949167396,0.9883591503571098,0.8441263112114888,0.5684272668573009,1,frame_0018.png,3,r
37041.5,1362.6934317350388,9.43939393939394,0.9008585047910892,0.9786910801099132,0.3019692348494894,0.5693007293462405,1,frame_0019.png,5,l
18571.5,740.1248899698257,5.17741935483871,0.9331474223696112,0.9878720178728158,0.8460748810710701,0.574105641242341,1,frame_0019.png,7,r
34061.5,1349.8650048971176,10.18032786885246,0.899171088408437,0.9782305891813496,0.3008485874989199,0.5728383113952974,1,frame_0020.png,2,l
16851.5,731.4385982751846,5.465517241379311,0.9165397585119112,0.9811359203516636,0.8476814501482041,0.5776924328722538,1,frame_0020.png,4,r
14983.5,710.468036532402,6.019230769230769,0.9205885967068076,0.983298333114582,0.8491924407819634,0.5815246792781039,1,frame_0021.png,5,r
30188.0,1328.3086557388306,11.2,0.8910271546635183,0.9739007000677484,0.3001185859823426,0.5768555955507993,1,frame_0021.png,7,l
24052.5,1308.007139801979,13.511111111111113,0.8791118421052632,0.9610812538708968,0.2961697641977559,0.5843692631749504,1,frame_0022.png,4,l
11537.0,683.5391036272049,7.463414634146342,0.919575960465487,0.9741208257694094,0.8522132399791473,0.5890797876821974,1,frame_0022.png,6,r
