area,perimeter,aspect_ratio,extent,solidity,centroid_x,centroid_y,label,image,mask_index
211786.0,2474.5685415267944,4.830188679245283,0.9755767246462265,0.9941184477959435,0.5026939089229213,0.14203392546412788,0,frame_0007.png,0
217964.0,2570.6173119544983,4.19672131147541,0.8723584784836066,0.9446344137748712,0.5025317041355523,0.4290333336374446,0,frame_0007.png,1
213158.5,2500.350286126137,4.7407407407407405,0.9637157298900463,0.9882930312239926,0.5000741383984794,0.7547388964037501,0,frame_0007.png,2
70799.0,2295.352373957634,13.837837837837839,0.9343195734797297,0.9802900758074008,0.5003969553396593,0.3454500459710418,0,frame_0007.png,3
73592.0,2221.5391038656235,13.2987012987013,0.9333400974025974,0.9841792042795052,0.4933089263091923,0.9480081935388859,0,frame_0007.png,4
8118.5,663.9827545881271,10.2,0.8843681917211329,0.9648226276071068,0.851276575269454,0.5967578664771606,1,frame_0007.png,5
8328.0,657.9411249160767,10.166666666666666,0.9101639344262296,0.978268530482791,0.4673707324569699,0.5931948300863754,0,frame_0007.png,6
16795.0,1232.308655500412,17.08823529411765,0.8502075529006784,0.9551025050470585,0.2805596810150322,0.5919472675710892,1,frame_0007.png,7
1720.0,159.8822501897812,0.8823529411764706,0.7494553376906318,0.9775504404660414,0.2442633087311558,0.501893169551461,0,frame_0007.png,8
5804.5,416.5512971878052,0.5032258064516129,0.4801075268817204,0.8202501236486964,0.03649822958354177,0.4931639152909788,0,frame_0007.png,9
2689.0,281.3380935192108,0.3669724770642202,0.6167431192660551,0.8230792776247322,0.9434020151091587,0.489851141876701,0,frame_0007.png,10
1566.0,178.28427064418793,2.6923076923076925,0.8604395604395605,0.9666666666666667,0.6003299740844431,0.590543179983858,0,frame_0007.png,11
1972.0,210.91168701648712,0.4567901234567901,0.6579913246579914,0.9503614457831325,0.9850455320497344,0.5316581361661034,0,frame_0007.png,12
211090.5,2473.1543279886246,4.830188679245283,0.9723729547464622,0.9944152895287267,0.5027849509290222,0.14158212760612912,0,frame_0008.png,0
213028.5,2504.4924215078354,4.7627906976744185,0.9676076489825581,0.988919088923499,0.5000150682144358,0.7548716077040356,0,frame_0008.png,1
70761.0,2293.695519566536,13.837837837837839,0.9338180954391891,0.9800760393077514,0.5025029890736802,0.34721448820438966,0,frame_0008.png,2
73500.0,2217.3969683647156,13.2987012987013,0.9321732954545454,0.9836197205717039,0.49343876611070897,0.9480688998806986,0,frame_0008.png,3
8508.0,662.0832602977753,9.870967741935484,0.8969006957621758,0.9724539947422562,0.4687964632197153,0.5928341077203286,0,frame_0008.png,4
8271.0,667.0538226366043,9.870967741935484,0.8719165085388995,0.9566826672835579,0.8511728292956026,0.5964698309291143,1,frame_0008.png,5
16789.0,1239.2792183160782,16.62857142857143,0.8242022582228767,0.9429373771412525,0.27968860060519807,0.5915928928756253,1,frame_0008.png,6
1656.5,157.2964632511139,0.9,0.7362222222222222,0.9778630460448642,0.24411573001158748,0.5011672460409424,0,frame_0008.png,7
5779.0,415.4802289009094,0.5064935064935064,0.4811022311022311,0.8171662895927602,0.036583973909494305,0.4923701719133735,0,frame_0008.png,8
1793.0,172.2253955602646,1.631578947368421,0.7610356536502547,0.9705006765899865,0.28834743285676107,0.3055221806520577,0,frame_0008.png,9
2589.0,279.6812390089035,0.37383177570093457,0.6049065420560747,0.8016720854621459,0.9436713574254693,0.49083940620782723,0,frame_0008.png,10
1606.0,179.11269783973694,2.5925925925925926,0.8497354497354498,0.9619646600778676,0.6006373051492316,0.5898912529550827,0,frame_0008.png,11
1919.0,207.74011433124542,0.4625,0.6483108108108108,0.9381569298460034,0.9851321265811012,0.5303181216931216,0,frame_0008.png,12
1530.0,172.28427052497864,2.4814814814814814,0.845771144278607,0.9662140827281339,0.6701852381044637,0.5898946063236206,0,frame_0008.png,13
202554.5,2453.497473835945,5.044334975369458,0.9744193542179803,0.9944814990291071,0.5031600944285978,0.1360226982374351,0,frame_0009.png,0
213251.5,2498.6934319734573,4.71889400921659,0.9596931703629032,0.989522503648331,0.4996866283545782,0.7551386978610583,0,frame_0009.png,1
437421.0,4878.322936296463,2.160337552742616,0.9012003065664557,0.9141361420667388,0.5006831421085511,0.5833004791550137,0,frame_0009.png,2
70459.5,2224.3502860069275,13.837837837837839,0.9298392630912162,0.9788760766879688,0.4988019113121153,0.37142552038798193,0,frame_0009.png,3
73439.0,2217.8822494745255,13.2987012987013,0.9313996550324676,0.9825272593484514,0.49336409411096876,0.9481085248438177,0,frame_0009.png,4
10857.0,688.3675309419632,7.923076923076923,0.9009210853871048,0.9679921540656206,0.8499855666662943,0.5909119828433562,1,frame_0009.png,5
21579.5,1274.2081507444382,14.536585365853659,0.8831027991487969,0.9611393194370212,0.2904364178631757,0.5864721321321321,1,frame_0009.png,6
2297.0,190.71067678928375,1.4444444444444444,0.7852991452991454,0.9710420629887972,0.2890190607952161,0.29985228703315153,0,frame_0009.png,7
10884.0,682.2253956794739,7.897435897435898,0.906093906093906,0.9745265702645834,0.4781424352649081,0.5879098006245496,0,frame_0009.png,8
1659.0,156.7106773853302,0.8627450980392157,0.7393048128342246,0.9816568047337279,0.24468937626591436,0.49005324074074075,0,frame_0009.png,9
1844.5,188.6690467596054,1.8571428571428572,0.8107692307692308,0.9167495029821073,0.60859647811045,0.5859148128987757,0,frame_0009.png,10
5932.5,419.03657734394073,0.5,0.4875493096646943,0.8090692124105012,0.037115752551020405,0.4824875102040816,0,frame_0009.png,11
3406.5,318.1248904466629,0.33076923076923076,0.609391771019678,0.9602536997885835,0.015554970911839145,0.3962133483314586,0,frame_0009.png,12
1746.0,181.11269783973694,1.8235294117647058,0.8282732447817837,0.9326923076923077,0.6709650334151664,0.5856308419712675,0,frame_0009.png,13
